genre,rating,episodes,members
sci-fi,8.26,13,23701
shounen,8.26,13,23701
psychological,8.26,11,342893
thriller,8.26,11,342893
action,8.25,25,440334
mystery,8.25,25,440334
sci-fi,8.25,25,440334
super power,8.25,25,440334
adventure,8.25,Unknown,114702
comedy,8.25,Unknown,114702
mystery,8.25,Unknown,114702
police,8.25,Unknown,114702
shounen,8.25,Unknown,114702
adventure,8.25,1,25432
comedy,8.25,1,25432
mystery,8.25,1,25432
police,8.25,1,25432
shounen,8.25,1,25432
comedy,8.25,75,81384
school,8.25,75,81384
shounen,8.25,75,81384
sports,8.25,75,81384
action,8.25,102,255076
adventure,8.25,102,255076
comedy,8.25,102,255076
fantasy,8.25,102,255076
magic,8.25,102,255076
shounen,8.25,102,255076
drama,8.25,13,47716
music,8.25,13,47716
school,8.25,13,47716
action,8.25,24,120089
adventure,8.25,24,120089
drama,8.25,24,120089
shounen,8.25,24,120089
supernatural,8.25,24,120089
comedy,8.25,96,22079
drama,8.25,96,22079
romance,8.25,96,22079
slice of life,8.25,96,22079
comedy,8.26,12,64230
school,8.26,12,64230
seinen,8.26,12,64230
slice of life,8.26,12,64230
action,8.25,50,129112
comedy,8.25,50,129112
martial arts,8.25,50,129112
school,8.25,50,129112
shounen,8.25,50,129112
adventure,8.25,8,5001
drama,8.25,8,5001
mecha,8.25,8,5001
sci-fi,8.25,8,5001
shounen,8.25,8,5001
comedy,8.24,12,292622
romance,8.24,12,292622
school,8.24,12,292622
action,8.24,24,41584
cars,8.24,24,41584
drama,8.24,24,41584
seinen,8.24,24,41584
sports,8.24,24,41584
comedy,8.24,12,87617
drama,8.24,12,87617
romance,8.24,12,87617
shounen ai,8.24,12,87617
drama,8.24,1,75359
historical,8.24,1,75359
romance,8.24,1,75359
action,8.24,38,54211
historical,8.24,38,54211
military,8.24,38,54211
seinen,8.24,38,54211
comedy,8.24,11,108053
josei,8.24,11,108053
slice of life,8.24,11,108053
action,8.24,25,317513
adventure,8.24,25,317513
fantasy,8.24,25,317513
magic,8.24,25,317513
shounen,8.24,25,317513
action,8.24,25,120351
drama,8.24,25,120351
mecha,8.24,25,120351
military,8.24,25,120351
sci-fi,8.24,25,120351
space,8.24,25,120351
romance,8.24,13,202249
school,8.24,13,202249
slice of life,8.24,13,202249
action,8.24,13,40355
adventure,8.24,13,40355
martial arts,8.24,13,40355
shounen,8.24,13,40355
super power,8.24,13,40355
supernatural,8.24,13,40355
action,8.24,26,106888
adventure,8.24,26,106888
fantasy,8.24,26,106888
historical,8.24,26,106888
action,8.23,24,216674
adventure,8.23,24,216674
comedy,8.23,24,216674
fantasy,8.23,24,216674
romance,8.23,24,216674
shoujo,8.23,24,216674
adventure,8.23,1,23130
comedy,8.23,1,23130
mystery,8.23,1,23130
police,8.23,1,23130
shounen,8.23,1,23130
action,8.23,12,115295
mystery,8.23,12,115295
supernatural,8.23,12,115295
comedy,8.23,1,36091
school,8.23,1,36091
slice of life,8.23,1,36091
drama,8.23,51,17038
shoujo,8.23,51,17038
drama,8.23,24,232113
historical,8.23,24,232113
mystery,8.23,24,232113
romance,8.23,24,232113
comedy,8.23,1,20157
drama,8.23,1,20157
shounen,8.23,1,20157
sports,8.23,1,20157
action,8.23,26,68128
cars,8.23,26,68128
drama,8.23,26,68128
seinen,8.23,26,68128
sports,8.23,26,68128
action,8.23,24,508118
comedy,8.23,24,508118
school,8.23,24,508118
super power,8.23,24,508118
comedy,8.23,24,235003
romance,8.23,24,235003
shoujo,8.23,24,235003
dementia,8.23,1,117565
drama,8.23,1,117565
horror,8.23,1,117565
psychological,8.23,1,117565
comedy,8.23,38,73218
fantasy,8.23,38,73218
magic,8.23,38,73218
romance,8.23,38,73218
sci-fi,8.23,1,89749
seinen,8.23,1,89749
action,8.23,2,40420
adventure,8.23,2,40420
drama,8.23,2,40420
fantasy,8.23,2,40420
magic,8.23,2,40420
mystery,8.23,2,40420
romance,8.23,2,40420
shounen,8.23,2,40420
supernatural,8.23,2,40420
drama,8.22,79,15442
sports,8.22,79,15442
action,8.22,175,584590
adventure,8.22,175,584590
comedy,8.22,175,584590
fantasy,8.22,175,584590
magic,8.22,175,584590
shounen,8.22,175,584590
mecha,8.22,1,55247
military,8.22,1,55247
mystery,8.22,1,55247
police,8.22,1,55247
sci-fi,8.22,1,55247
seinen,8.22,1,55247
action,8.22,13,73480
adventure,8.22,13,73480
fantasy,8.22,13,73480
magic,8.22,13,73480
shounen,8.22,13,73480
drama,8.22,39,77464
fantasy,8.22,39,77464
psychological,8.22,39,77464
shoujo,8.22,39,77464
action,8.22,1,72933
comedy,8.22,1,72933
mecha,8.22,1,72933
adventure,8.21,1,21789
comedy,8.21,1,21789
mystery,8.21,1,21789
police,8.21,1,21789
shounen,8.21,1,21789
action,8.21,1,194561
mecha,8.21,1,194561
sci-fi,8.21,1,194561
action,8.21,12,171086
comedy,8.21,12,171086
school,8.21,12,171086
action,8.21,1,11808
drama,8.21,1,11808
military,8.21,1,11808
sci-fi,8.21,1,11808
space,8.21,1,11808
action,8.21,1,108720
drama,8.21,1,108720
mystery,8.21,1,108720
supernatural,8.21,1,108720
thriller,8.21,1,108720
action,8.21,25,86972
drama,8.21,25,86972
mecha,8.21,25,86972
military,8.21,25,86972
sci-fi,8.21,25,86972
space,8.21,25,86972
comedy,8.21,11,260062
mystery,8.21,11,260062
supernatural,8.21,11,260062
comedy,8.21,4,111009
mystery,8.21,4,111009
supernatural,8.21,4,111009
action,8.2,22,312654
comedy,8.2,22,312654
school,8.2,22,312654
shounen,8.2,22,312654
fantasy,8.2,3,9500
sci-fi,8.2,3,9500
shounen,8.2,3,9500
slice of life,8.2,3,9500
romance,8.2,25,36251
school,8.2,25,36251
shounen,8.2,25,36251
sports,8.2,25,36251
action,8.2,103,334399
adventure,8.2,103,334399
comedy,8.2,103,334399
shounen,8.2,103,334399
action,8.2,24,8621
military,8.2,24,8621
sci-fi,8.2,24,8621
space,8.2,24,8621
action,8.2,1,13764
comedy,8.2,1,13764
historical,8.2,1,13764
parody,8.2,1,13764
samurai,8.2,1,13764
sci-fi,8.2,1,13764
shounen,8.2,1,13764
adventure,8.2,1,32732
comedy,8.2,1,32732
shounen,8.2,1,32732
action,8.2,25,21210
drama,8.2,25,21210
mecha,8.2,25,21210
sci-fi,8.2,25,21210
space,8.2,25,21210
comedy,8.2,13,22190
sports,8.2,13,22190
adventure,8.2,39,23160
comedy,8.2,39,23160
drama,8.2,39,23160
fantasy,8.2,39,23160
historical,8.2,39,23160
romance,8.2,39,23160
comedy,8.2,1,23045
drama,8.2,1,23045
romance,8.2,1,23045
shounen ai,8.2,1,23045
drama,8.19,1,95241
slice of life,8.19,1,95241
supernatural,8.19,1,95241
adventure,8.19,26,76860
comedy,8.19,26,76860
drama,8.19,26,76860
mystery,8.19,26,76860
sci-fi,8.19,26,76860
adventure,8.19,50,239570
drama,8.19,50,239570
mecha,8.19,50,239570
romance,8.19,50,239570
sci-fi,8.19,50,239570
action,8.19,1,21435
mecha,8.19,1,21435
mystery,8.19,1,21435
police,8.19,1,21435
psychological,8.19,1,21435
sci-fi,8.19,1,21435
seinen,8.19,1,21435
action,8.19,1,14728
comedy,8.19,1,14728
parody,8.19,1,14728
samurai,8.19,1,14728
comedy,8.19,2,5959
school,8.19,2,5959
slice of life,8.19,2,5959
comedy,8.19,75,69000
game,8.19,75,69000
shounen,8.19,75,69000
supernatural,8.19,75,69000
romance,8.19,25,309339
school,8.19,25,309339
shoujo,8.19,25,309339
slice of life,8.19,25,309339
comedy,8.19,4,106989
drama,8.19,4,106989
romance,8.19,4,106989
school,8.19,4,106989
slice of life,8.19,4,106989
supernatural,8.19,4,106989
drama,8.19,11,121349
adventure,8.18,70,181249
comedy,8.18,70,181249
drama,8.18,70,181249
fantasy,8.18,70,181249
magic,8.18,70,181249
romance,8.18,70,181249
school,8.18,70,181249
shoujo,8.18,70,181249
drama,8.18,12,103657
mystery,8.18,12,103657
romance,8.18,12,103657
supernatural,8.18,12,103657
comedy,8.18,11,116261
school,8.18,11,116261
shounen,8.18,11,116261
slice of life,8.18,11,116261
comedy,8.18,24,130646
drama,8.18,24,130646
josei,8.18,24,130646
romance,8.18,24,130646
comedy,8.18,102,27893
drama,8.18,102,27893
romance,8.18,102,27893
shoujo,8.18,102,27893
music,8.18,1,38118
school,8.18,1,38118
slice of life,8.18,1,38118
fantasy,8.18,3,43372
magic,8.18,3,43372
comedy,8.18,2,35225
drama,8.18,2,35225
romance,8.18,2,35225
shounen ai,8.18,2,35225
comedy,8.18,13,80763
romance,8.18,13,80763
slice of life,8.18,13,80763
action,8.17,12,332562
seinen,8.17,12,332562
action,8.17,1,12151
mystery,8.17,1,12151
police,8.17,1,12151
shounen,8.17,1,12151
action,8.17,1,77111
fantasy,8.17,1,77111
super power,8.17,1,77111
horror,8.17,26,359494
mystery,8.17,26,359494
psychological,8.17,26,359494
supernatural,8.17,26,359494
thriller,8.17,26,359494
mystery,8.17,22,372246
school,8.17,22,372246
slice of life,8.17,22,372246
adventure,8.17,1,31464
drama,8.17,1,31464
music,8.17,1,31464
sci-fi,8.17,1,31464
drama,8.17,24,163171
romance,8.17,24,163171
slice of life,8.17,24,163171
supernatural,8.17,24,163171
romance,8.17,12,171866
school,8.17,12,171866
shoujo,8.17,12,171866
slice of life,8.17,12,171866
action,8.17,12,515378
adventure,8.17,12,515378
shounen,8.17,12,515378
supernatural,8.17,12,515378
action,8.17,1,13359
fantasy,8.17,1,13359
seinen,8.17,1,13359
supernatural,8.17,1,13359
comedy,8.17,2,40401
drama,8.17,2,40401
mystery,8.17,2,40401
psychological,8.17,2,40401
supernatural,8.17,2,40401
action,8.17,24,259900
drama,8.17,24,259900
fantasy,8.17,24,259900
magic,8.17,24,259900
mystery,8.17,24,259900
psychological,8.17,24,259900
shounen,8.17,24,259900
comedy,8.16,1,11961
shounen,8.16,1,11961
slice of life,8.16,1,11961
adventure,8.16,1,26799
comedy,8.16,1,26799
mystery,8.16,1,26799
police,8.16,1,26799
shounen,8.16,1,26799
adventure,8.16,1,25461
comedy,8.16,1,25461
mystery,8.16,1,25461
police,8.16,1,25461
shounen,8.16,1,25461
adventure,8.16,153,316102
comedy,8.16,153,316102
fantasy,8.16,153,316102
martial arts,8.16,153,316102
shounen,8.16,153,316102
super power,8.16,153,316102
comedy,8.16,25,6321
drama,8.16,25,6321
slice of life,8.16,25,6321
supernatural,8.16,25,6321
comedy,8.16,12,39866
drama,8.16,12,39866
romance,8.16,12,39866
shounen ai,8.16,12,39866
action,8.16,45,66646
adventure,8.16,45,66646
fantasy,8.16,45,66646
magic,8.16,45,66646
supernatural,8.16,45,66646
action,8.16,1,9943
shounen,8.16,1,9943
sports,8.16,1,9943
adventure,8.16,26,15557
drama,8.16,26,15557
sci-fi,8.16,26,15557
action,8.16,1,33862
adventure,8.16,1,33862
comedy,8.16,1,33862
fantasy,8.16,1,33862
shounen,8.16,1,33862
super power,8.16,1,33862
action,8.16,26,159105
drama,8.16,26,159105
seinen,8.16,26,159105
thriller,8.16,26,159105
comedy,8.16,1,72708
romance,8.16,1,72708
slice of life,8.16,1,72708
action,8.16,24,137105
sci-fi,8.16,24,137105
super power,8.16,24,137105
drama,8.16,101,12833
romance,8.16,101,12833
school,8.16,101,12833
shounen,8.16,101,12833
slice of life,8.16,101,12833
sports,8.16,101,12833
comedy,8.16,38,91138
drama,8.16,38,91138
shounen,8.16,38,91138
sports,8.16,38,91138
action,8.15,1,215897
adventure,8.15,1,215897
horror,8.15,1,215897
military,8.15,1,215897
sci-fi,8.15,1,215897
supernatural,8.15,1,215897
action,8.15,5,108099
seinen,8.15,5,108099
action,8.15,12,189407
mystery,8.15,12,189407
supernatural,8.15,12,189407
action,8.15,1,7923
comedy,8.15,1,7923
historical,8.15,1,7923
parody,8.15,1,7923
samurai,8.15,1,7923
shounen,8.15,1,7923
school,8.15,1,24310
slice of life,8.15,1,24310
sports,8.15,1,24310
comedy,8.15,10,7954
shounen,8.15,10,7954
action,8.15,24,75612
demons,8.15,24,75612
shounen,8.15,24,75612
supernatural,8.15,24,75612
fantasy,8.15,1,163308
horror,8.15,1,163308
mystery,8.15,1,163308
psychological,8.15,1,163308
sci-fi,8.15,1,163308
thriller,8.15,1,163308
comedy,8.15,7,21020
school,8.15,7,21020
shounen,8.15,7,21020
sports,8.15,7,21020
comedy,8.15,26,93095
romance,8.15,26,93095
school,8.15,26,93095
shounen,8.15,26,93095
comedy,8.15,12,94820
drama,8.15,12,94820
romance,8.15,12,94820
shounen ai,8.15,12,94820
drama,8.14,12,80862
fantasy,8.14,12,80862
romance,8.14,12,80862
shoujo,8.14,12,80862
drama,8.14,1,160423
romance,8.14,1,160423
school,8.14,1,160423
slice of life,8.14,1,160423
action,8.14,21,10575
adventure,8.14,21,10575
drama,8.14,21,10575
shounen,8.14,21,10575
action,8.14,14,26711
cars,8.14,14,26711
drama,8.14,14,26711
seinen,8.14,14,26711
sports,8.14,14,26711
comedy,8.14,26,246276
music,8.14,26,246276
school,8.14,26,246276
slice of life,8.14,26,246276
action,8.14,25,387100
adventure,8.14,25,387100
fantasy,8.14,25,387100
game,8.14,25,387100
magic,8.14,25,387100
shounen,8.14,25,387100
comedy,8.14,1,13454
romance,8.14,1,13454
shounen ai,8.14,1,13454
adventure,8.14,26,39832
comedy,8.14,26,39832
demons,8.14,26,39832
fantasy,8.14,26,39832
magic,8.14,26,39832
fantasy,8.13,1,20629
sci-fi,8.13,1,20629
shounen,8.13,1,20629
slice of life,8.13,1,20629
adventure,8.13,1,17165
comedy,8.13,1,17165
mystery,8.13,1,17165
police,8.13,1,17165
shounen,8.13,1,17165
action,8.13,1,20989
adventure,8.13,1,20989
comedy,8.13,1,20989
drama,8.13,1,20989
action,8.13,1,29331
comedy,8.13,1,29331
historical,8.13,1,29331
mecha,8.13,1,29331
parody,8.13,1,29331
samurai,8.13,1,29331
sci-fi,8.13,1,29331
shounen,8.13,1,29331
adventure,8.13,24,5063
comedy,8.13,24,5063
romance,8.13,24,5063
shounen,8.13,24,5063
comedy,8.13,13,189641
demons,8.13,13,189641
fantasy,8.13,13,189641
romance,8.13,13,189641
shoujo,8.13,13,189641
supernatural,8.13,13,189641
drama,8.13,1,41168
mystery,8.13,1,41168
seinen,8.13,1,41168
supernatural,8.13,1,41168
adventure,8.13,12,34177
drama,8.13,12,34177
mecha,8.13,12,34177
military,8.13,12,34177
romance,8.13,12,34177
sci-fi,8.13,12,34177
action,8.13,1,6645
adventure,8.13,1,6645
fantasy,8.13,1,6645
kids,8.13,1,6645
comedy,8.13,13,43916
demons,8.13,13,43916
shounen,8.13,13,43916
supernatural,8.13,13,43916
adventure,8.13,4,37679
drama,8.13,4,37679
psychological,8.13,4,37679
sci-fi,8.13,4,37679
supernatural,8.13,4,37679
action,8.12,13,51382
horror,8.12,13,51382
mystery,8.12,13,51382
seinen,8.12,13,51382
supernatural,8.12,13,51382
action,8.12,1,12353
sci-fi,8.12,1,12353
seinen,8.12,1,12353
action,8.12,63,8199
comedy,8.12,63,8199
mystery,8.12,63,8199
shounen,8.12,63,8199
action,8.12,12,132506
mystery,8.12,12,132506
supernatural,8.12,12,132506
drama,8.12,12,151106
mystery,8.12,12,151106
romance,8.12,12,151106
action,8.12,1,51789
mecha,8.12,1,51789
police,8.12,1,51789
psychological,8.12,1,51789
sci-fi,8.12,1,51789
seinen,8.12,1,51789
action,8.12,1,16614
mecha,8.12,1,16614
sci-fi,8.12,1,16614
adventure,8.12,52,5308
romance,8.12,52,5308
sci-fi,8.12,52,5308
shounen,8.12,52,5308
space,8.12,52,5308
action,8.12,13,45825
cars,8.12,13,45825
drama,8.12,13,45825
seinen,8.12,13,45825
sports,8.12,13,45825
comedy,8.12,12,194300
harem,8.12,12,194300
romance,8.12,12,194300
shounen,8.12,12,194300
supernatural,8.12,12,194300
action,8.12,2,58075
adventure,8.12,2,58075
shounen,8.12,2,58075
comedy,8.12,1,5712
kids,8.12,1,5712
sci-fi,8.12,1,5712
shounen,8.12,1,5712
action,8.12,25,104075
comedy,8.12,25,104075
mystery,8.12,25,104075
super power,8.12,25,104075
comedy,8.12,13,353876
drama,8.12,13,353876
romance,8.12,13,353876
school,8.12,13,353876
adventure,8.11,4,67962
drama,8.11,4,67962
fantasy,8.11,4,67962
magic,8.11,4,67962
military,8.11,4,67962
shounen,8.11,4,67962
comedy,8.11,5,124886
mystery,8.11,5,124886
supernatural,8.11,5,124886
comedy,8.11,13,44564
drama,8.11,13,44564
romance,8.11,13,44564
school,8.11,13,44564
shounen,8.11,13,44564
slice of life,8.11,13,44564
comedy,8.11,25,49599
sports,8.11,25,49599
comedy,8.11,24,200833
romance,8.11,24,200833
shoujo,8.11,24,200833
comedy,8.1,1,3187
drama,8.1,1,3187
slice of life,8.1,1,3187
action,8.11,1,46018
adventure,8.11,1,46018
psychological,8.11,1,46018
supernatural,8.11,1,46018
comedy,8.11,5,13935
romance,8.11,5,13935
comedy,8.11,24,150872
drama,8.11,24,150872
mystery,8.11,24,150872
psychological,8.11,24,150872
supernatural,8.11,24,150872
drama,8.1,3,324035
romance,8.1,3,324035
slice of life,8.1,3,324035
action,8.1,1,29969
horror,8.1,1,29969
mystery,8.1,1,29969
psychological,8.1,1,29969
drama,8.1,28,7712
military,8.1,28,7712
sci-fi,8.1,28,7712
space,8.1,28,7712
historical,8.1,39,10649
samurai,8.1,39,10649
seinen,8.1,39,10649
fantasy,8.1,1,97910
action,8.1,13,41685
comedy,8.1,13,41685
drama,8.1,13,41685
magic,8.1,13,41685
super power,8.1,13,41685
drama,8.1,2,49454
historical,8.1,2,49454
romance,8.1,2,49454
samurai,8.1,2,49454
shounen,8.1,2,49454
comedy,8.1,12,101335
school,8.1,12,101335
slice of life,8.1,12,101335
action,8.09,1,66721
adventure,8.09,1,66721
demons,8.09,1,66721
drama,8.09,1,66721
fantasy,8.09,1,66721
horror,8.09,1,66721
military,8.09,1,66721
seinen,8.09,1,66721
supernatural,8.09,1,66721
action,8.09,4,136135
mystery,8.09,4,136135
sci-fi,8.09,4,136135
super power,8.09,4,136135
action,8.11,12,3846
fantasy,8.11,12,3846
action,8.09,1,15069
historical,8.09,1,15069
military,8.09,1,15069
sci-fi,8.09,1,15069
space,8.09,1,15069
game,8.09,1,13901
shounen,8.09,1,13901
drama,8.09,4,26036
historical,8.09,4,26036
romance,8.09,4,26036
sci-fi,8.09,4,26036
shounen ai,8.09,4,26036
comedy,8.09,2,23192
drama,8.09,2,23192
romance,8.09,2,23192
shounen ai,8.09,2,23192
comedy,8.09,24,88986
drama,8.09,24,88986
fantasy,8.09,24,88986
comedy,8.09,11,41521
drama,8.09,11,41521
psychological,8.09,11,41521
seinen,8.09,11,41521
action,8.09,1,19240
mecha,8.09,1,19240
military,8.09,1,19240
music,8.09,1,19240
romance,8.09,1,19240
sci-fi,8.09,1,19240
space,8.09,1,19240
adventure,8.09,1,30516
comedy,8.09,1,30516
fantasy,8.09,1,30516
shounen,8.09,1,30516
action,8.09,13,25170
comedy,8.09,13,25170
shounen,8.09,13,25170
sports,8.09,13,25170
action,8.09,6,21186
comedy,8.09,6,21186
sports,8.09,6,21186
action,8.08,145,83648
comedy,8.08,145,83648
shounen,8.08,145,83648
sports,8.08,145,83648
comedy,8.08,52,59374
drama,8.08,52,59374
music,8.08,52,59374
romance,8.08,52,59374
shoujo,8.08,52,59374
supernatural,8.08,52,59374
drama,8.08,10,111962
harem,8.08,10,111962
psychological,8.08,10,111962
romance,8.08,10,111962
horror,8.08,26,79816
mystery,8.08,26,79816
psychological,8.08,26,79816
supernatural,8.08,26,79816
comedy,8.08,12,117910
drama,8.08,12,117910
romance,8.08,12,117910
shounen ai,8.08,12,117910
comedy,8.08,24,156689
drama,8.08,24,156689
mystery,8.08,24,156689
psychological,8.08,24,156689
comedy,8.08,1,11342
school,8.08,1,11342
shounen,8.08,1,11342
action,8.08,51,580184
adventure,8.08,51,580184
comedy,8.08,51,580184
fantasy,8.08,51,580184
shounen,8.08,51,580184
supernatural,8.08,51,580184
action,8.08,1,68181
comedy,8.08,1,68181
sci-fi,8.08,1,68181
drama,8.07,13,120731
fantasy,8.07,13,120731
mystery,8.07,13,120731
psychological,8.07,13,120731
slice of life,8.07,13,120731
comedy,8.07,1,41760
school,8.07,1,41760
shounen,8.07,1,41760
sports,8.07,1,41760
action,8.07,36,44157
mecha,8.07,36,44157
military,8.07,36,44157
music,8.07,36,44157
romance,8.07,36,44157
sci-fi,8.07,36,44157
space,8.07,36,44157
action,8.07,26,657190
mystery,8.07,26,657190
psychological,8.07,26,657190
shounen,8.07,26,657190
supernatural,8.07,26,657190
thriller,8.07,26,657190
action,8.07,3,6554
adventure,8.07,3,6554
drama,8.07,3,6554
fantasy,8.07,3,6554
shoujo,8.07,3,6554
comedy,8.07,26,4584
parody,8.07,26,4584
seinen,8.07,26,4584
super power,8.07,26,4584
action,8.07,24,36941
drama,8.07,24,36941
military,8.07,24,36941
sci-fi,8.07,24,36941
space,8.07,24,36941
action,8.07,12,618056
drama,8.07,12,618056
horror,8.07,12,618056
mystery,8.07,12,618056
psychological,8.07,12,618056
seinen,8.07,12,618056
supernatural,8.07,12,618056
josei,8.07,4,36351
slice of life,8.07,4,36351
kids,8.07,50,36921
school,8.07,50,36921
shoujo,8.07,50,36921
comedy,8.06,26,170901
school,8.06,26,170901
slice of life,8.06,26,170901
drama,8.06,1,63263
slice of life,8.06,1,63263
supernatural,8.06,1,63263
adventure,8.06,1,9649
comedy,8.06,1,9649
mystery,8.06,1,9649
police,8.06,1,9649
shounen,8.06,1,9649
action,8.06,1,9807
adventure,8.06,1,9807
comedy,8.06,1,9807
fantasy,8.06,1,9807
historical,8.06,1,9807
samurai,8.06,1,9807
seinen,8.06,1,9807
action,8.06,6,305165
comedy,8.06,6,305165
dementia,8.06,6,305165
mecha,8.06,6,305165
parody,8.06,6,305165
sci-fi,8.06,6,305165
action,8.06,13,155340
mecha,8.06,13,155340
military,8.06,13,155340
action,8.06,24,424919
comedy,8.06,24,424919
demons,8.06,24,424919
fantasy,8.06,24,424919
historical,8.06,24,424919
shounen,8.06,24,424919
supernatural,8.06,24,424919
music,8.06,13,91864
school,8.06,13,91864
slice of life,8.06,13,91864
action,8.06,1,17826
mecha,8.06,1,17826
military,8.06,1,17826
music,8.06,1,17826
romance,8.06,1,17826
sci-fi,8.06,1,17826
space,8.06,1,17826
action,8.06,5,52351
adventure,8.06,5,52351
fantasy,8.06,5,52351
magic,8.06,5,52351
shounen,8.06,5,52351
comedy,8.06,4,173264
romance,8.06,4,173264
supernatural,8.06,4,173264
adventure,8.06,39,50951
comedy,8.06,39,50951
drama,8.06,39,50951
fantasy,8.06,39,50951
historical,8.06,39,50951
romance,8.06,39,50951
comedy,8.06,26,178553
romance,8.06,26,178553
school,8.06,26,178553
shounen,8.06,26,178553
comedy,8.06,14,428569
mystery,8.06,14,428569
parody,8.06,14,428569
school,8.06,14,428569
sci-fi,8.06,14,428569
slice of life,8.06,14,428569
drama,8.05,1,8505
historical,8.05,1,8505
drama,8.05,1,70039
comedy,8.05,51,42253
drama,8.05,51,42253
